"Event"	"Reference (Event)"	"ID (Site)"	"ID (Dataset)"	"Site"	"Longitude"	"Latitude"	"Continent"	"Significance T air (July), full dataset Holocene period (WA-PLS)"	"Significance T air (July), full dataset (WA-PLS)"	"Significance T air (July) when partial out annual precip, full dataset Holocene period (WA-PLS)"	"Significance T air (July) when partial out annual precip, full dataset (WA-PLS)"	"Significance T air (July), full dataset Holocene period (MAT)"	"Significance T air (July) when partial out annual precip, full dataset Holocene period (MAT)"	"Significance T air (annual mean), full dataset Holocene period (WA-PLS)"	"Significance T air (annual mean), full dataset (WA-PLS)"	"Significance T air (annual mean) when partial out annual precip, full dataset Holocene period (WA-PLS)"	"Significance T air (annual mean) when partial out annual precip, full dataset (WA-PLS)"	"Significance T air (annual mean), full dataset Holocene period (MAT)"	"Significance T air (annual mean) when partial out annual precip, full dataset Holocene period (MAT)"	"Significance Precip annual total, full dataset Holocene period (WA-PLS)"	"Significance Precip annual total, full dataset (WA-PLS)"	"Significance Precip annual total when partial out July mean temp, full dataset Holocene period (WA-PLS)"	"Significance Precip annual total when partial out July mean temp, full dataset (WA-PLS)"	"Significance Precip annual total when partial out annual mean temp, full dataset Holocene period (WA-PLS)"	"Significance Precip annual total when partial out annual mean temp, full dataset (WA-PLS)"	"Significance Precip annual total, full dataset Holocene period (MAT)"	"Significance Precip annual total when partial out July mean temp, full dataset Holocene period (MAT)"	"Significance Precip annual total when partial out annual mean temp, full dataset Holocene period (MAT)"	"Significance T air (July), July temperature-tailored dataset Holocene period (WA-PLS)"	"Significance T air (July), July temperature-tailored dataset (WA-PLS)"	"Significance T air (July) when partial out annual precip, July temperature-tailored dataset Holocene period (WA-PLS)"	"Significance T air (July) when partial out annual precip, July temperature-tailored dataset (WA-PLS)"	"Significance Precip annual total, July temperature-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total, July temperature-tailored dataset (WA-PLS)"	"Significance Precip annual total when partial out July mean temp, July temperature-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total when partial out July mean temp, July temperature-tailored dataset (WA-PLS)"	"Significance T air (annual mean), annual mean temperature-tailored dataset Holocene period (WA-PLS)"	"Significance T air (annual mean), annual mean temperature-tailored dataset (WA-PLS)"	"Significance T air (annual mean) when partial out annual precip, annual mean temperature-tailored dataset Holocene period (WA-PLS)"	"Significance T air (annual mean) when partial out annual precip, annual mean temperature-tailored dataset (WA-PLS)"	"Significance Precip annual total, annual mean temperature-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total, annual mean temperature-tailored dataset (WA-PLS)"	"Significance Precip annual total when partial out annual mean temp, annual mean temperature-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total when partial out annual mean temp, annual mean temperature-tailored dataset (WA-PLS)"	"Significance T air (July), annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance T air (July), annual precipitation-tailored dataset (WA-PLS)"	"Significance T air (July) when partial out annual precip, annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance T air (July) when partial out annual precip, annual precipitation-tailored dataset (WA-PLS)"	"Significance T air (annual mean), annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance T air (annual mean), annual precipitation-tailored dataset (WA-PLS)"	"Significance T air (annual mean) when partial out annual precip, annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance T air (annual mean) when partial out annual precip, annual precipitation-tailored dataset (WA-PLS)"	"Significance Precip annual total, annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total, annual precipitation-tailored dataset (WA-PLS)"	"Significance Precip annual total when partial out July mean temp, annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total when partial out July mean temp, annual precipitation-tailored dataset (WA-PLS)"	"Significance Precip annual total when partial out annual mean temp, annual precipitation-tailored dataset Holocene period (WA-PLS)"	"Significance Precip annual total when partial out annual mean temp, annual precipitation-tailored dataset (WA-PLS)"
"WOLVERIN"	"Neotoma"	2934	3032	"Wolverine Lake"	-85.661111	46.429167	"Eastern North America"	0.393	0.373	0.083	0.076	0.335	0.231	0.337	0.325	0.067	0.074	0.214	0.035	0.015	0.026	0.02	0.024	0.004	0.008	0.215	0.082	0.039	0.864	0.876	0.524	0.534	0.016	0.018	0.024	0.014	0.725	0.746	0.701	0.711	0.061	0.051	0.114	0.133	0.521	0.538	0.396	0.404	0.206	0.204	0.131	0.134	0.024	0.046	0.145	0.145	0.001	0.002
"WOODLAKE"	"Neotoma"	2937	3035	"Wood Lake"	-90.083333	45.333333	"Eastern North America"	0.479	0.15	0.112	0.082	0.008	0.018	0.311	0.015	0.037	0.004	0.627	0.063	0.167	0.171	0.017	0.164	0.031	0.097	0.067	0.047	0.021	0.809	0.023	0.238	0.023	0.001	0.096	0.001	0.003	0.703	0.015	0.369	0.024	0.001	0.315	0.001	0.002	0.751	0.067	0.174	0.077	0.659	0.005	0.032	0.01	0.002	0.052	0.001	0.016	0.001	0.003
"WYLDEBOG"	"Neotoma"	2943	3041	"Wylde Bog"	-80.4	43.9	"Eastern North America"	0.338	0.341	0.341	0.344	0.001	0.003	0.16	0.153	0.194	0.217	0.001	0.001	0.585	0.563	0.535	0.509	0.517	0.527	0.205	0.168	0.109	0.089	0.096	0.114	0.106	0.357	0.343	0.083	0.1	0.01	0.011	0.016	0.02	0.476	0.474	0.073	0.112	0.296	0.313	0.321	0.35	0.079	0.067	0.19	0.212	0.236	0.25	0.285	0.278	0.387	0.405
"WYLDELK"	"Neotoma"	2944	3042	"Wylde Lake"	-80.4	43.91	"Eastern North America"	0.697	0.334	0.587	0.075	0.61	0.328	0.757	0.125	0.511	0.065	0.233	0.174	0.427	0.089	0.449	0.135	0.35	0.209	0.003	0.006	0.006	0.614	0.325	0.436	0.202	0.02	0.001	0.019	0.002	0.082	0.001	0.108	0.003	0.029	0.006	0.023	0.008	0.746	0.257	0.376	0.005	0.567	0.047	0.258	0.007	0.077	0.011	0.103	0.026	0.078	0.044
"YELLE"	"Neotoma"	2947	3046	"Lac Yelle"	-79.637778	48.503889	"Eastern North America"	0.004	0.003	0.043	0.053	0.01	0.065	0.062	0.071	0.031	0.039	0.516	0.113	0.01	0.015	0.107	0.124	0.007	0.002	0.043	0.123	0.015	0.057	0.069	0.28	0.282	0.001	0.001	0.067	0.062	0.727	0.695	0.29	0.332	0.015	0.028	0.028	0.02	0.028	0.022	0.098	0.084	0.077	0.061	0.044	0.048	0.048	0.053	0.231	0.23	0.117	0.109
"YELLOWDG"	"Neotoma"	2948	3047	"Yellow Dog Pond"	-87.94245	46.754925	"Eastern North America"	0.557	0.551	0.578	0.544	0.522	0.701	0.408	0.405	0.487	0.481	0.388	0.802	0.239	0.269	0.214	0.205	0.183	0.222	0.254	0.359	0.459	0.864	0.858	0.842	0.821	0.358	0.356	0.41	0.41	0.827	0.828	0.896	0.867	0.491	0.52	0.6	0.636	0.792	0.789	0.773	0.776	0.606	0.596	0.662	0.696	0.239	0.281	0.271	0.262	0.276	0.273
"ZUEHL"	"Neotoma"	2951	3050	"Zuehl Farm Site"	-93.87	43.03	"Eastern North America"	0.707	0.035	0.031	0.001	0.125	0.111	0.49	0.001	0.011	0.001	0.214	0.176	0.003	0.425	0.003	0.002	0.003	0.002	0.008	0.037	0.013	0.759	0.038	0.004	0.001	0.001	0.333	0.001	0.001	0.363	0.001	0.002	0.001	0.001	0.132	0.001	0.001	0.386	0.005	0.004	0.001	0.348	0.001	0.011	0.001	0.001	0.18	0.001	0.002	0.001	0.001
"FOUNDLK"	"Neotoma"	2952	3051	"Found Lake"	-78.64	45.55	"Eastern North America"	0.342	0.374	0.011	0.018	0.829	0.638	0.408	0.421	0.099	0.096	0.442	0.135	0.042	0.035	0.009	0.003	0.018	0.021	0.004	0.005	0.002	0.836	0.813	0.359	0.344	0.001	0.002	0.001	0.001	0.02	0.014	0.377	0.414	0.001	0.001	0.008	0.018	0.486	0.471	0.026	0.034	0.286	0.269	0.092	0.096	0.008	0.011	0.001	0.002	0.013	0.012
"BASSWOOD"	"Neotoma"	2959	3058	"Basswood Road Lake/Splan Pond"	-67.33173	45.25397	"Eastern North America"	0.347	0.102	0.005	0.001	0.156	0.001	0.192	0.031	0.003	0.001	0.14	0.001	0.157	0.038	0.124	0.043	0.114	0.051	0.103	0.013	0.008	0.307	0.173	0.12	0.007	0.395	0.222	0.25	0.095	0.01	0.01	0.004	0.006	0.114	0.126	0.002	0.001	0.389	0.18	0.011	0.001	0.193	0.049	0.003	0.001	0.046	0.012	0.039	0.009	0.02	0.005
"BONEYSPR"	"Neotoma"	295	3067	"Boney Spring"	-93.366944	38.111944	"Eastern North America"	NA	0.003	NA	0.002	NA	NA	NA	0.001	NA	0.001	NA	NA	NA	0.153	NA	0.198	NA	0.123	NA	NA	NA	NA	0.001	NA	0.002	NA	0.569	NA	0.001	NA	0.001	NA	0.001	NA	0.604	NA	0.001	NA	0.004	NA	0.001	NA	0.001	NA	0.001	NA	0.087	NA	0.018	NA	0.002
"DISTRHFT"	"Neotoma"	680	3081	"Disterhaft Farm Bog"	-89.166944	43.916944	"Eastern North America"	0.624	0.051	0.682	0.047	0.209	0.251	0.642	0.012	0.643	0.016	0.317	0.324	0.602	0.427	0.688	0.602	0.552	0.62	0.548	0.493	0.611	0.584	0.081	0.676	0.061	0.259	0.503	0.408	0.226	0.8	0.009	0.397	0.011	0.24	0.879	0.225	0.211	0.699	0.002	0.627	0.002	0.734	0.001	0.795	0.001	0.368	0.541	0.337	0.436	0.519	0.399
"ELAKE68"	"Neotoma"	770	3125	"E Lake"	-99.65835	50.69095	"Eastern North America"	0.081	0.043	0.062	0.044	0.006	0.309	0.002	0.002	0.001	0.001	0.017	0.367	0.145	0.193	0.049	0.03	0.008	0.009	0.084	0.616	0.786	0.593	0.324	0.344	0.335	0.103	0.119	0.024	0.014	0.003	0.001	0.001	0.001	0.065	0.145	0.023	0.007	0.079	0.026	0.011	0.188	0.001	0.001	0.005	0.302	0.039	0.081	0.018	0.192	0.431	0.588
"FERNDALE"	"Neotoma"	804	3126	"Ferndale Bog"	-95.808333	34.405556	"Eastern North America"	0.954	0.963	0.86	0.857	0.918	0.518	0.933	0.943	0.856	0.878	0.647	0.836	0.786	0.783	0.632	0.637	0.662	0.68	0.181	0.075	0.19	0.925	0.918	0.725	0.729	0.957	0.949	0.816	0.816	0.609	0.646	0.387	0.413	0.284	0.319	0.201	0.207	0.478	0.492	0.47	0.444	0.981	0.99	0.862	0.863	0.763	0.775	0.76	0.735	0.656	0.623
"HEARTNY"	"Neotoma"	728	3130	"Heart Lake"	-73.96963	44.18236	"Eastern North America"	0.688	0.754	0.039	0.071	0.12	0.001	0.462	0.509	0.015	0.039	0.036	0.001	0.079	0.088	0.096	0.125	0.068	0.067	0.001	0.001	0.001	0.793	0.876	0.173	0.155	0.076	0.086	0.016	0.053	0.087	0.115	0.049	0.06	0.031	0.035	0.001	0.001	0.669	0.746	0.027	0.028	0.441	0.504	0.007	0.016	0.038	0.037	0.042	0.048	0.009	0.026
"HERSHOP"	"Neotoma"	529	3132	"Hershop Bog"	-97.608333	29.583333	"Eastern North America"	0.457	0.644	0.628	0.566	0.47	0.93	0.181	0.195	0.26	0.128	0.475	0.894	0.458	0.667	0.616	0.513	0.419	0.031	0.163	0.36	0.395	0.608	0.774	0.661	0.502	0.823	0.514	0.862	0.166	0.956	0.989	0.91	0.585	0.74	0.217	0.682	0.088	0.88	0.834	0.949	0.621	0.519	0.816	0.984	0.988	0.137	0.473	0.321	0.589	0.527	0.78
"JACOBSN2"	"Neotoma"	1128	3138	"Jacobson Lake"	-92.716944	46.416944	"Eastern North America"	0.032	0.044	0.04	0.037	0.338	0.159	0.323	0.29	0.27	0.282	0.614	0.426	0.412	0.426	0.299	0.301	0.415	0.408	0.359	0.205	0.281	0.007	0.003	0.013	0.008	0.281	0.323	0.078	0.071	0.007	0.009	0.018	0.014	0.239	0.234	0.159	0.125	0.001	0.001	0.001	0.001	0.144	0.137	0.176	0.178	0.213	0.23	0.012	0.015	0.303	0.347
"KELLHOL2"	"Neotoma"	1410	3452	"Kellys Hollow"	-90.35	45.3	"Eastern North America"	0.285	0.271	0.103	0.081	0.358	0.401	0.004	0.006	0.003	0.002	0.032	0.023	0.372	0.34	0.148	0.153	0.116	0.132	0.721	0.833	0.35	0.378	0.383	0.233	0.236	0.074	0.075	0.064	0.056	0.279	0.312	0.114	0.118	0.055	0.057	0.008	0.002	0.271	0.289	0.116	0.129	0.017	0.019	0.017	0.006	0.051	0.044	0.026	0.012	0.004	0.003
"KESV"	"Neotoma"	1416	3454	"Marais de Keswick"	-79.512778	44.195833	"Eastern North America"	0.842	0.796	0.667	0.65	0.015	0.017	0.48	0.494	0.877	0.902	0.055	0.053	0.039	0.046	0.039	0.037	0.1	0.118	0.972	0.945	0.954	0.6	0.59	0.232	0.247	0.008	0.006	0.009	0.008	0.109	0.106	0.307	0.299	0.047	0.048	0.499	0.435	0.731	0.709	0.323	0.276	0.136	0.138	0.806	0.816	0.013	0.01	0.013	0.017	0.212	0.203
"LAKEANNF"	"Neotoma"	1544	3468	"Lake Ann"	-93.690695	45.42363	"Eastern North America"	0.001	0.003	0.002	0.003	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.315	0.304	0.028	0.023	0.013	0.019	0.109	0.011	0.011	0.001	0.001	0.003	0.005	0.333	0.325	0.062	0.064	0.001	0.003	0.026	0.023	0.04	0.041	0.145	0.133	0.003	0.002	0.002	0.001	0.001	0.001	0.001	0.001	0.123	0.125	0.011	0.008	0.039	0.033
"LAKEBI2"	"Neotoma"	257	3471	"Lake BI2"	-76.378333	57.116667	"Eastern North America"	0.607	0.584	0.504	0.542	0.102	0.132	0.782	0.782	0.506	0.531	0.689	0.5	0.052	0.041	0.065	0.064	0.043	0.046	0.622	0.949	0.485	0.718	0.711	0.441	0.456	0.829	0.832	0.385	0.395	0.37	0.384	0.472	0.476	0.215	0.214	0.239	0.248	0.405	0.427	0.53	0.544	0.383	0.362	0.374	0.372	0.089	0.077	0.142	0.148	0.099	0.086
"LAKEMARY"	"Neotoma"	197	3473	"Lake Mary"	-89.9	46.25	"Eastern North America"	0.289	0.229	0.242	0.246	0.014	0.011	0.237	0.205	0.211	0.184	0.001	0.001	0.674	0.728	0.541	0.562	0.524	0.573	0.03	0.001	0.002	0.111	0.091	0.152	0.135	0.58	0.671	0.203	0.18	0.097	0.097	0.124	0.11	0.677	0.702	0.117	0.109	0.12	0.146	0.137	0.131	0.016	0.017	0.023	0.025	0.878	0.915	0.584	0.583	0.405	0.467
"LKCLDSH"	"Neotoma"	1598	3482	"Lake of the Clouds"	-91.11254	48.142555	"Eastern North America"	0.137	0.125	0.101	0.102	0.035	0.051	0.437	0.44	0.306	0.36	0.338	0.47	0.586	0.601	0.282	0.336	0.439	0.423	0.611	0.905	0.874	0.12	0.121	0.07	0.065	0.174	0.16	0.058	0.085	0.588	0.593	0.36	0.359	0.26	0.27	0.154	0.164	0.311	0.315	0.214	0.239	0.7	0.734	0.641	0.676	0.29	0.302	0.266	0.243	0.319	0.329
"LKCLDSSW"	"Neotoma"	1598	3483	"Lake of the Clouds"	-91.11254	48.142555	"Eastern North America"	0.031	0.032	0.021	0.023	0.257	0.224	0.19	0.156	0.146	0.157	0.15	0.75	0.603	0.6	0.436	0.386	0.461	0.474	0.022	0.039	0.06	0.599	0.58	0.853	0.869	0.291	0.292	0.56	0.562	0.435	0.441	0.299	0.285	0.216	0.228	0.105	0.095	0.118	0.108	0.094	0.094	0.259	0.266	0.201	0.179	0.874	0.905	0.746	0.75	0.73	0.736
"LOUISE-D"	"Neotoma"	1617	3484	"Lake Louise"	-83.258333	30.725	"Eastern North America"	0.709	0.69	0.173	0.18	0.131	0.39	0.262	0.28	0.502	0.512	0.033	0.113	0.051	0.051	0.05	0.042	0.145	0.136	0.292	0.694	0.44	0.117	0.099	0.221	0.203	0.043	0.051	0.664	0.66	0.044	0.066	0.143	0.149	0.113	0.081	0.537	0.538	0.738	0.726	0.118	0.106	0.404	0.386	0.386	0.408	0.218	0.227	0.094	0.099	0.277	0.283
"MCNRNY3A"	"Neotoma"	1669	3485	"McNearney Lake"	-84.951965	46.42694	"Eastern North America"	0.462	0.436	0.305	0.301	0.809	0.606	0.225	0.246	0.214	0.236	0.22	0.415	0.309	0.294	0.284	0.328	0.301	0.32	0.034	0.014	0.057	0.589	0.593	0.421	0.442	0.184	0.173	0.19	0.19	0.28	0.308	0.561	0.539	0.232	0.229	0.504	0.509	0.195	0.203	0.196	0.173	0.134	0.132	0.104	0.1	0.605	0.579	0.41	0.416	0.189	0.185
"MCNRNY4A"	"Neotoma"	1669	3486	"McNearney Lake"	-84.951965	46.42694	"Eastern North America"	0.518	0.523	0.328	0.34	0.605	0.077	0.486	0.481	0.254	0.248	0.164	0.282	0.097	0.086	0.094	0.15	0.078	0.087	0.015	0.006	0.053	0.325	0.326	0.18	0.192	0.007	0.006	0.002	0.001	0.048	0.052	0.157	0.165	0.033	0.035	0.016	0.017	0.237	0.239	0.328	0.37	0.052	0.06	0.061	0.069	0.293	0.314	0.203	0.193	0.048	0.052
"MEDICINE"	"Neotoma"	1676	3487	"Medicine Lake"	-97.350125	44.98419	"Eastern North America"	0.601	0.602	0.126	0.118	0.005	0.001	0.118	0.114	0.001	0.002	0.008	0.001	0.053	0.049	0.022	0.027	0.018	0.014	0.002	0.001	0.002	0.382	0.403	0.001	0.002	0.003	0.002	0.001	0.001	0.061	0.065	0.001	0.001	0.01	0.012	0.013	0.023	0.747	0.75	0.003	0.006	0.104	0.116	0.001	0.001	0.033	0.033	0.002	0.002	0.001	0.001
"MENDOTAD"	"Neotoma"	1679	3488	"Lake Mendota"	-89.416667	43.1	"Eastern North America"	0.039	0.081	0.05	0.085	0.286	0.386	0.017	0.015	0.031	0.003	0.102	0.427	0.573	0.946	0.554	0.686	0.549	0.513	0.075	0.162	0.436	0.014	0.05	0.017	0.067	0.366	0.962	0.143	0.833	0.004	0.008	0.006	0.011	0.668	0.335	0.245	0.984	0.003	0.013	0.011	0.012	0.001	0.002	0.002	0.002	0.486	0.887	0.488	0.703	0.305	0.621
"MINNIEO"	"Neotoma"	1701	3492	"Lake Minnie"	-95.007715	47.244755	"Eastern North America"	0.006	0.12	0.019	0.034	0.305	0.038	0.38	0.054	0.461	0.034	0.611	0.301	0.487	0.385	0.003	0.296	0.578	0.373	0.064	0.002	0.036	0.007	0.085	0.004	0.043	0.494	0.419	0.001	0.292	0.069	0.064	0.156	0.001	0.279	0.498	0.318	0.254	0.099	0.141	0.022	0.002	0.956	0.012	0.876	0.001	0.264	0.171	0.01	0.14	0.226	0.232
"MOHAWK"	"Neotoma"	558	3493	"Mohawk Pond"	-73.292685	41.81115	"Eastern North America"	0.974	0.479	0.764	0.399	0.209	0.027	0.437	0.241	0.771	0.38	0.013	0.003	0.097	0.032	0.117	0.065	0.319	0.073	0.002	0.003	0.004	0.131	0.197	0.433	0.423	0.017	0.021	0.279	0.091	0.004	0.003	0.33	0.043	0.01	0.033	0.502	0.211	0.966	0.463	0.76	0.446	0.286	0.14	0.734	0.389	0.055	0.013	0.072	0.028	0.33	0.043
"NICHOLS2"	"Neotoma"	1741	3497	"Nichols Brook Site"	-78.477987	42.543575	"Eastern North America"	0.028	0.421	0.201	0.328	0.039	0.047	0.047	0.243	0.295	0.327	0.003	0.005	0.184	0.223	0.664	0.258	0.736	0.377	0.844	0.27	0.151	0.07	0.545	0.162	0.565	0.738	0.893	0.498	0.897	0.044	0.51	0.087	0.522	0.753	0.584	0.214	0.57	0.003	0.252	0.042	0.142	0.024	0.183	0.084	0.215	0.263	0.225	0.339	0.203	0.526	0.36
"PATSCHKE"	"Neotoma"	1803	3500	"Patschke Bog"	-97.116667	30.366667	"Eastern North America"	0.273	0.052	0.378	0.079	0.047	0.213	0.176	0.02	0.519	0.033	0.092	0.386	0.881	0.245	0.877	0.949	0.959	0.99	0.157	0.33	0.331	0.039	0.001	0.041	0.001	0.981	0.99	0.916	0.897	0.58	0.024	0.394	0.042	0.989	0.999	0.946	0.886	0.121	0.222	0.192	0.387	0.064	0.007	0.006	0.063	0.591	0.063	0.262	0.087	0.054	0.561
"PBBVANDA"	"Neotoma"	1812	3501	"Pittsburg Basin"	-89.18984	38.90363	"Eastern North America"	0.165	0.361	0.044	0.077	0.002	0.001	0.089	0.152	0.003	0.01	0.015	0.011	0.06	0.06	0.02	0.058	0.019	0.05	0.072	0.14	0.078	0.071	0.316	0.031	0.002	0.019	0.002	0.002	0.001	0.102	0.035	0.044	0.001	0.024	0.003	0.002	0.003	0.225	0.073	0.118	0.001	0.102	0.11	0.035	0.001	0.021	0.002	0.006	0.004	0.008	0.002
"POGONIA"	"Neotoma"	1814	3558	"Pogonia Bog Pond"	-93.6305	45.03503	"Eastern North America"	0.136	0.002	0.117	0.002	0.332	0.503	0.032	0.001	0.026	0.001	0.349	0.84	0.064	0.062	0.095	0.026	0.052	0.014	0.223	0.447	0.718	0.027	0.001	0.131	0.002	0.027	0.178	0.209	0.024	0.019	0.001	0.076	0.001	0.017	0.219	0.111	0.021	0.57	0.001	0.512	0.002	0.036	0.001	0.038	0.001	0.196	0.348	0.164	0.291	0.149	0.098
"PORTAGE2"	"Neotoma"	1902	3559	"Portage Marsh"	-87.2225	41.576111	"Eastern North America"	0.703	0.719	0.665	0.664	0.626	0.831	0.756	0.73	0.709	0.717	0.295	0.757	0.829	0.778	0.803	0.792	0.726	0.73	0.082	0.171	0.257	0.95	0.956	0.646	0.647	0.465	0.462	0.325	0.313	0.277	0.278	0.358	0.336	0.277	0.266	0.479	0.455	0.554	0.543	0.551	0.504	0.867	0.855	0.77	0.777	0.694	0.69	0.644	0.653	0.754	0.736
"PRETTYLK"	"Neotoma"	2954	3563	"Pretty Lake"	-85.25	41.583056	"Eastern North America"	0.621	0.003	0.119	0.002	0.069	0.542	0.517	0.001	0.215	0.002	0.013	0.595	0.034	0.171	0.028	0.223	0.04	0.294	0.01	0.296	0.694	0.682	0.003	0.188	0.001	0.002	0.129	0.001	0.108	0.169	0.001	0.349	0.003	0.004	0.175	0.092	0.188	0.403	0.003	0.067	0.002	0.091	0.001	0.054	0.002	0.014	0.415	0.012	0.225	0.04	0.278
"RAY"	"Neotoma"	1877	3565	"Saint-Raymond"	-71.807778	46.891944	"Eastern North America"	0.199	0.191	0.234	0.246	0.001	0.001	0.12	0.119	0.287	0.293	0.001	0.001	0.029	0.04	0.01	0.012	0.06	0.063	0.001	0.002	0.002	0.663	0.694	0.281	0.286	0.207	0.184	0.142	0.136	0.342	0.386	0.5	0.478	0.344	0.358	0.5	0.468	0.479	0.48	0.282	0.291	0.264	0.242	0.343	0.324	0.019	0.022	0.019	0.014	0.039	0.035
"RICEMNB"	"Neotoma"	1991	3568	"Rice Lake"	-95.575	46.922222	"Eastern North America"	0.848	0.853	0.851	0.858	0.047	0.05	0.311	0.3	0.279	0.282	0.055	0.04	0.975	0.972	0.913	0.919	0.607	0.589	0.036	0.041	0.042	0.822	0.827	0.41	0.431	0.196	0.195	0.164	0.162	0.575	0.564	0.817	0.82	0.549	0.546	0.792	0.799	0.363	0.359	0.976	0.982	0.636	0.634	0.147	0.144	0.218	0.211	0.501	0.497	0.081	0.059
"ROCKYHOC"	"Neotoma"	751	3582	"Rockyhock Bay"	-76.683333	36.166667	"Eastern North America"	0.694	0.005	0.501	0.014	0.179	0.08	0.607	0.002	0.53	0.013	0.206	0.109	0.441	0.083	0.478	0.185	0.474	0.125	0.552	0.26	0.338	0.673	0.009	0.379	0.056	0.416	0.074	0.39	0.21	0.559	0.005	0.497	0.51	0.713	0.028	0.583	0.686	0.663	0.003	0.25	0.002	0.582	0.015	0.301	0.003	0.326	0.299	0.345	0.045	0.337	0.041
"ROSEBUDB"	"Neotoma"	2211	3583	"Rosebud"	-101.09078	43.00035	"Eastern North America"	NA	0.132	NA	0.141	NA	NA	NA	0.098	NA	0.142	NA	NA	NA	0.948	NA	0.672	NA	0.857	NA	NA	NA	NA	0.201	NA	0.197	NA	0.673	NA	0.768	NA	0.3	NA	0.539	NA	0.219	NA	0.287	NA	0.753	NA	0.979	NA	0.951	NA	1	NA	0.288	NA	0.425	NA	0.41
"SNOW_neotoma"	"Neotoma"	1064	3771	"Snow Lake"	-63.883333	56.633333	"Eastern North America"	0.775	0.755	0.71	0.729	0.519	0.385	0.825	0.831	0.17	0.17	0.217	0.374	0.48	0.451	0.5	0.508	0.116	0.114	0.01	0.016	0.031	0.128	0.125	0.559	0.571	0.17	0.161	0.718	0.692	0.214	0.224	0.06	0.042	0.051	0.059	0.027	0.025	0.604	0.603	0.528	0.517	0.902	0.906	0.209	0.251	0.197	0.212	0.223	0.209	0.051	0.043
"SPIRITWD"	"Neotoma"	1222	3774	"Spiritwood Lake"	-98.5866	47.074695	"Eastern North America"	0.439	0.178	0.036	0.011	0.001	0.002	0.08	0.003	0.002	0.001	0.003	0.002	0.003	0.007	0.002	0.002	0.001	0.004	0.411	0.031	0.005	0.452	0.128	0.036	0.005	0.001	0.002	0.001	0.001	0.124	0.004	0.063	0.001	0.038	0.027	0.028	0.031	0.539	0.243	0.008	0.001	0.029	0.004	0.001	0.001	0.003	0.001	0.004	0.001	0.006	0.009
"SPLANPD"	"Neotoma"	2959	3775	"Basswood Road Lake/Splan Pond"	-67.33173	45.25397	"Eastern North America"	0.149	0.197	0.313	0.304	0.028	0.078	0.295	0.307	0.499	0.407	0.045	0.169	0.441	0.288	0.507	0.306	0.742	0.369	0.138	0.184	0.316	0.086	0.011	0.06	0.002	0.56	0.297	0.049	0.089	0.378	0.046	0.208	0.007	0.284	0.236	0.064	0.075	0.1	0.062	0.747	0.238	0.155	0.066	0.59	0.193	0.066	0.088	0.671	0.135	0.429	0.115
"STWDARK2"	"Neotoma"	1645	3781	"Stewart's Dark Lake"	-91.45	45.3	"Eastern North America"	0.033	0.059	0.019	0.032	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.224	0.188	0.295	0.32	0.278	0.241	0.055	0.256	0.316	0.078	0.179	0.05	0.083	0.367	0.384	0.237	0.206	0.004	0.012	0.006	0.012	0.722	0.834	0.38	0.415	0.025	0.014	0.007	0.008	0.001	0.001	0.001	0.001	0.171	0.122	0.136	0.142	0.091	0.085
"TOMSWAMP"	"Neotoma"	562	3790	"Tom Swamp"	-72.2125	42.516667	"Eastern North America"	0.249	0.401	0.288	0.42	0.121	0.197	0.326	0.23	0.312	0.345	0.076	0.119	0.423	0.281	0.383	0.368	0.459	0.522	0.379	0.484	0.459	0.224	0.208	0.234	0.269	0.296	0.433	0.344	0.675	0.071	0.016	0.152	0.044	0.18	0.279	0.293	0.632	0.216	0.336	0.229	0.309	0.29	0.093	0.34	0.219	0.29	0.102	0.237	0.207	0.363	0.318
"UPWALLFC"	"Neotoma"	745	3830	"Upper Wallface Pond"	-74.055675	44.148295	"Eastern North America"	0.633	0.458	0.001	0.006	0.27	0.248	0.482	0.108	0.001	0.006	0.389	0.109	0.046	0.02	0.053	0.01	0.027	0.018	0.025	0.051	0.021	0.647	0.486	0.014	0.093	0.015	0.132	0.013	0.005	0.058	0.002	0.002	0.002	0.006	0.038	0.002	0.003	0.648	0.525	0.001	0.013	0.511	0.169	0.001	0.002	0.02	0.028	0.041	0.007	0.018	0.003
